Company Name,Industry,Country,GenAI Tool,Adoption Year,Number of Employees Impacted,New Roles Created,Training Hours Provided,Productivity Change (%),Employee Sentiment
Sanders-Torres Pvt. Ltd.,Transportation,South Africa,Claude,2023,10718,25,24458,5.1,Our workflows have improved drastically with generative AI. Monthly town halls discuss the AI rollout.
"Wells, Wilson and Keller Pvt. Ltd.",Finance,Germany,Gemini,2024,11045,29,20596,23.5,"Productivity increased, but there's anxiety about job security. Job rotations have increased."
"Stephens, Wells and Lucas Pvt. Ltd.",Advertising,Singapore,ChatGPT,2023,13033,24,23489,20.6,Collaboration improved; documentation and meetings are more efficient. My team adapted faster than others.
Sanders-Underwood Pvt. Ltd.,Education,India,LLaMA,2024,1345,29,3967,31.7,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
"Powell, Stevens and Wallace Pvt. Ltd.",Healthcare,Brazil,LLaMA,2024,590,7,6919,10.2,"Mixed responses—management excited, staff feel uncertain. Monthly town halls discuss the AI rollout."
"Jacobs, Freeman and Herrera Pvt. Ltd.",Telecom,Germany,LLaMA,2023,975,20,23022,27.7,"Job roles have shifted a lot, which is both good and scary. Monthly town halls discuss the AI rollout."
"Little, Murphy and Cooper Pvt. Ltd.",Telecom,South Africa,ChatGPT,2024,15229,5,18741,6.9,"Job roles have shifted a lot, which is both good and scary. Clients now expect faster results due to AI use."
"Walker, Thomas and Shelton Pvt. Ltd.",Healthcare,Switzerland,Mixtral,2023,18135,8,14641,26.5,New roles are exciting; transition was smoother than expected. Internal newsletters now highlight AI use cases.
Archer PLC Pvt. Ltd.,Entertainment,UK,ChatGPT,2024,16582,17,10963,34.4,Our workflows have improved drastically with generative AI. It changed how we communicate internally.
"Lewis, Anderson and Mata Pvt. Ltd.",Manufacturing,France,ChatGPT,2023,12268,21,13591,31.7,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
"Warner, Sanchez and Davis Pvt. Ltd.",Finance,South Korea,Groq,2024,2423,19,7524,15.1,"AI helped me reduce repetitive tasks, but learning curve was steep. Some departments feel left behind."
Miller-Watson Pvt. Ltd.,Manufacturing,Germany,Mixtral,2024,2516,28,11976,4.7,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
Wilson-Delacruz Pvt. Ltd.,Education,USA,Groq,2023,11862,15,3968,33.3,"Mixed responses—management excited, staff feel uncertain. Clients now expect faster results due to AI use."
Sullivan-Carroll Pvt. Ltd.,Retail,Australia,Groq,2022,12824,5,2775,14.3,"Job roles have shifted a lot, which is both good and scary. My team adapted faster than others."
"Blackburn, Obrien and Andrade Pvt. Ltd.",Transportation,India,Claude,2023,5767,15,11737,33.7,There's concern that AI will replace some of us soon. My team adapted faster than others.
"Hancock, Perez and Chavez Pvt. Ltd.",Telecom,UAE,LLaMA,2024,8574,11,20691,5.0,"Mixed responses—management excited, staff feel uncertain. It changed how we communicate internally."
Wood-Torres Pvt. Ltd.,Transportation,Japan,Gemini,2024,18001,11,14780,35.0,There's concern that AI will replace some of us soon. My team adapted faster than others.
Davis-Dunn Pvt. Ltd.,Education,Singapore,Mixtral,2022,10331,18,7938,10.4,"Mixed responses—management excited, staff feel uncertain. Overall, it's a big shift."
Turner-Hester Pvt. Ltd.,Retail,USA,Claude,2023,4211,25,558,24.9,New roles are exciting; transition was smoother than expected. HR hosted webinars weekly.
Schaefer-Bowen Pvt. Ltd.,Utilities,UK,Mixtral,2022,15804,13,11225,5.0,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
"Hutchinson, Winters and Garcia Pvt. Ltd.",Advertising,Canada,Claude,2024,1911,9,19401,8.1,"AI helped me reduce repetitive tasks, but learning curve was steep. Internal newsletters now highlight AI use cases."
Malone Group Pvt. Ltd.,Hospitality,Canada,LLaMA,2022,19776,27,7091,30.7,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
Bell-Peterson Pvt. Ltd.,Entertainment,Germany,ChatGPT,2023,14852,16,4953,16.2,"Productivity increased, but there's anxiety about job security. HR hosted webinars weekly."
"Tucker, Greene and Henry Pvt. Ltd.",Legal Services,France,Claude,2024,11577,28,18825,3.1,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
Brooks LLC Pvt. Ltd.,Retail,South Africa,Mixtral,2022,19154,15,14149,23.1,I love using AI—it makes my job easier and more fun. Internal newsletters now highlight AI use cases.
"Dominguez, Wallace and Moore Pvt. Ltd.",Legal Services,Singapore,LLaMA,2022,4727,30,9596,11.9,"Mixed responses—management excited, staff feel uncertain. Internal newsletters now highlight AI use cases."
"Kane, Valentine and Green Pvt. Ltd.",Manufacturing,France,Groq,2024,6722,11,24461,17.1,"Productivity increased, but there's anxiety about job security. Overall, it's a big shift."
Allen-Rowe Pvt. Ltd.,Legal Services,Singapore,Claude,2024,16515,23,10000,14.3,Our workflows have improved drastically with generative AI. My team adapted faster than others.
"Evans, Miller and Williams Pvt. Ltd.",Manufacturing,UK,Gemini,2022,6089,20,9826,17.6,"AI helped me reduce repetitive tasks, but learning curve was steep. Clients now expect faster results due to AI use."
Lee-Parker Pvt. Ltd.,Education,South Korea,LLaMA,2023,3927,30,14762,22.6,"Productivity increased, but there's anxiety about job security. Managers were initially skeptical."
Evans-Clements Pvt. Ltd.,Defense,UAE,LLaMA,2023,4713,25,18319,30.8,"We now finish tasks faster, but some older employees are struggling. Managers were initially skeptical."
Huffman-Evans Pvt. Ltd.,Advertising,Switzerland,LLaMA,2024,2605,6,4951,33.5,"We now finish tasks faster, but some older employees are struggling. HR hosted webinars weekly."
"Fields, Reese and Robinson Pvt. Ltd.",Finance,India,LLaMA,2023,5213,26,1965,26.9,There's concern that AI will replace some of us soon. Some departments feel left behind.
"Norman, Allen and Torres Pvt. Ltd.",Manufacturing,Australia,LLaMA,2022,6425,13,7603,25.2,Our workflows have improved drastically with generative AI. Job rotations have increased.
"Rojas, Thompson and Adams Pvt. Ltd.",Hospitality,Japan,Mixtral,2023,13503,29,21730,21.8,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
"Nelson, Edwards and Fuentes Pvt. Ltd.",Retail,UAE,Groq,2024,15976,28,7092,26.8,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
Fitzgerald-Diaz Pvt. Ltd.,Technology,Switzerland,Groq,2024,8433,10,23740,3.0,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
Jefferson-Phillips Pvt. Ltd.,Technology,Brazil,Groq,2024,11789,5,9987,19.8,"We now finish tasks faster, but some older employees are struggling. Clients now expect faster results due to AI use."
Moore-Jones Pvt. Ltd.,Advertising,Brazil,Claude,2023,13327,24,855,33.7,"AI helped me reduce repetitive tasks, but learning curve was steep. Clients now expect faster results due to AI use."
"Smith, Ayers and Bowen Pvt. Ltd.",Healthcare,Switzerland,Groq,2023,13591,20,4709,3.7,"We now finish tasks faster, but some older employees are struggling. My team adapted faster than others."
"Cruz, Garza and Grimes Pvt. Ltd.",Advertising,Canada,Mixtral,2024,9332,4,5161,4.1,Our workflows have improved drastically with generative AI. Some departments feel left behind.
Woodward-Fernandez Pvt. Ltd.,Healthcare,Australia,ChatGPT,2022,5734,10,8498,13.5,There's concern that AI will replace some of us soon. It changed how we communicate internally.
Davis-Aguirre Pvt. Ltd.,Manufacturing,France,Claude,2024,10067,26,11267,2.4,"Collaboration improved; documentation and meetings are more efficient. Overall, it's a big shift."
Terrell-Delacruz Pvt. Ltd.,Entertainment,Canada,Mixtral,2023,13723,2,10913,3.6,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
"Murphy, Stephens and Henry Pvt. Ltd.",Legal Services,Brazil,Claude,2023,9108,2,9541,13.6,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
"Rios, Price and West Pvt. Ltd.",Finance,Brazil,LLaMA,2023,17255,30,18194,13.3,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
"Ramirez, Williams and Davis Pvt. Ltd.",Finance,South Korea,LLaMA,2024,7379,30,6380,30.1,Collaboration improved; documentation and meetings are more efficient. Managers were initially skeptical.
Sweeney and Sons Pvt. Ltd.,Defense,South Korea,Gemini,2023,8165,25,22215,19.2,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
Baker-Anderson Pvt. Ltd.,Transportation,South Korea,ChatGPT,2024,12285,20,1043,29.4,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
Sandoval PLC Pvt. Ltd.,Manufacturing,Switzerland,Gemini,2023,2795,14,13765,29.3,"Mixed responses—management excited, staff feel uncertain. Managers were initially skeptical."
Rodriguez-Patel Pvt. Ltd.,Entertainment,India,ChatGPT,2024,8386,30,7254,15.8,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
"Stevens, Cross and Holland Pvt. Ltd.",Education,Switzerland,Gemini,2023,6550,15,17429,28.9,There's concern that AI will replace some of us soon. Monthly town halls discuss the AI rollout.
Holder-Alvarez Pvt. Ltd.,Manufacturing,Brazil,LLaMA,2022,11740,10,4303,10.7,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
Garza-Young Pvt. Ltd.,Hospitality,Germany,ChatGPT,2022,10696,3,12035,31.2,There's concern that AI will replace some of us soon. My team adapted faster than others.
"Hunter, Rodriguez and Shah Pvt. Ltd.",Utilities,UAE,LLaMA,2023,16657,1,16525,33.1,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
Miller-Weeks Pvt. Ltd.,Legal Services,Australia,LLaMA,2023,450,19,16746,5.5,"AI helped me reduce repetitive tasks, but learning curve was steep. Monthly town halls discuss the AI rollout."
"Ortiz, Rodriguez and Crawford Pvt. Ltd.",Defense,South Korea,Groq,2024,14988,8,23102,9.4,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
"Taylor, Washington and Harris Pvt. Ltd.",Healthcare,USA,Groq,2023,880,4,14394,32.5,Our workflows have improved drastically with generative AI. Clients now expect faster results due to AI use.
Morgan and Sons Pvt. Ltd.,Healthcare,Canada,Gemini,2024,10978,20,16048,16.7,Our workflows have improved drastically with generative AI. Job rotations have increased.
Cummings-Cummings Pvt. Ltd.,Transportation,Singapore,Mixtral,2024,19960,9,21249,26.1,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
"Flores, Jordan and Lee Pvt. Ltd.",Entertainment,Germany,Gemini,2024,1398,26,24392,20.5,"Productivity increased, but there's anxiety about job security. HR hosted webinars weekly."
Davis-Collins Pvt. Ltd.,Telecom,Australia,ChatGPT,2022,8208,18,1282,13.0,I love using AI—it makes my job easier and more fun. Internal newsletters now highlight AI use cases.
Glover-Anderson Pvt. Ltd.,Advertising,India,Mixtral,2024,1183,10,5049,29.6,I love using AI—it makes my job easier and more fun. Managers were initially skeptical.
Meyer-Davidson Pvt. Ltd.,Retail,India,LLaMA,2023,18805,6,14119,18.8,Collaboration improved; documentation and meetings are more efficient. Some departments feel left behind.
"Williams, Guerrero and Phillips Pvt. Ltd.",Retail,Canada,Groq,2022,585,14,16011,19.5,"We now finish tasks faster, but some older employees are struggling. It changed how we communicate internally."
Mcdowell-Diaz Pvt. Ltd.,Manufacturing,Canada,Claude,2024,18625,3,13490,4.1,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
Morris-Reynolds Pvt. Ltd.,Entertainment,Australia,ChatGPT,2024,7928,28,8415,18.5,New roles are exciting; transition was smoother than expected. It changed how we communicate internally.
"Shelton, Taylor and Anderson Pvt. Ltd.",Utilities,South Africa,Claude,2022,19855,15,22749,7.3,"Productivity increased, but there's anxiety about job security. It changed how we communicate internally."
"Casey, Jackson and Baker Pvt. Ltd.",Technology,Japan,LLaMA,2024,19659,15,10607,19.5,Collaboration improved; documentation and meetings are more efficient. HR hosted webinars weekly.
"Orozco, Hendricks and Mahoney Pvt. Ltd.",Manufacturing,Australia,ChatGPT,2022,13688,26,13230,34.6,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
"Sullivan, Mclaughlin and Smith Pvt. Ltd.",Transportation,Australia,Claude,2023,16523,25,3860,13.8,"Mixed responses—management excited, staff feel uncertain. Monthly town halls discuss the AI rollout."
"Newman, Bennett and Jones Pvt. Ltd.",Advertising,USA,Mixtral,2024,3310,25,15899,28.7,Collaboration improved; documentation and meetings are more efficient. Monthly town halls discuss the AI rollout.
Becker-Davidson Pvt. Ltd.,Advertising,UAE,Gemini,2024,16962,7,15164,31.3,I love using AI—it makes my job easier and more fun. Job rotations have increased.
"Moore, Forbes and Jackson Pvt. Ltd.",Telecom,Switzerland,Mixtral,2022,3065,26,5722,14.6,I love using AI—it makes my job easier and more fun. HR hosted webinars weekly.
Massey LLC Pvt. Ltd.,Utilities,South Korea,Mixtral,2024,4088,18,2231,6.1,"Productivity increased, but there's anxiety about job security. Some departments feel left behind."
Valencia-Jarvis Pvt. Ltd.,Advertising,UK,Groq,2024,11377,10,14101,32.2,Our workflows have improved drastically with generative AI. HR hosted webinars weekly.
"Stone, Hobbs and Franklin Pvt. Ltd.",Manufacturing,Germany,Groq,2022,4517,15,7669,28.5,"AI helped me reduce repetitive tasks, but learning curve was steep. HR hosted webinars weekly."
Taylor-Snow Pvt. Ltd.,Defense,India,Claude,2023,9551,15,3635,12.0,I love using AI—it makes my job easier and more fun. HR hosted webinars weekly.
Mccoy-Burke Pvt. Ltd.,Defense,UAE,LLaMA,2022,2045,3,23312,34.6,New roles are exciting; transition was smoother than expected. Some departments feel left behind.
"Whitney, Dixon and Perez Pvt. Ltd.",Healthcare,Germany,Claude,2022,11452,4,4428,3.5,"Collaboration improved; documentation and meetings are more efficient. Overall, it's a big shift."
Guzman-Mccoy Pvt. Ltd.,Legal Services,Brazil,Gemini,2022,9015,25,3362,20.9,I love using AI—it makes my job easier and more fun. Monthly town halls discuss the AI rollout.
"Mckay, Peters and Mitchell Pvt. Ltd.",Healthcare,France,Gemini,2023,5400,1,23931,27.7,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
Cummings-Carter Pvt. Ltd.,Education,France,LLaMA,2024,16150,17,14844,22.3,"Productivity increased, but there's anxiety about job security. Managers were initially skeptical."
Kelly-Martinez Pvt. Ltd.,Entertainment,Switzerland,LLaMA,2023,15224,8,16603,23.5,"Productivity increased, but there's anxiety about job security. HR hosted webinars weekly."
